Assay.ID,Gene,Target.Control,T1D_MZ4_25d,T1D_DS3_31d,T1D_DS7_38d,T1D_DS8_31d,T1D_DS9_38d,T1D_MZ4_32d,T1D_DS3_38d,T1D_DS7_73d,T1D_DS8_70d,T1D_DS9_84d,T1D_MZ4_39d,T1D_DS3_52d,T1D_DS7_98d,T1D_DS8_84d,T1D_DS9_91d
Mm01168134_m1,Ifng,Target,29.79,27.6823,28.8587,28.9842,27.4618,29.172,29.8839,27.8551,28.48,29.9627,28.301,29.1947,28.5963,28.5786,30.1053
Mm99999071_m1,Ifng,Target,28.942,27.1493,26.6077,27.1191,25.9265,27.357,30.071,26.7719,26.1416,26.2351,27.921,26.3281,26.3291,27.1795,27.9049
Mm00599890_m1,Ifngr1,Target,20.926,19.309,18.5771,18.498,18.6341,18.967,19.9858,18.5964,18.5173,18.4935,18.04,18.8093,18.412,18.5256,18.3794
Mm00492626_m1,Ifngr2,Target,20.689,19.0115,18.6029,18.5844,18.1366,18.718,20.3901,18.6715,18.6526,17.8237,17.79,18.4892,18.4925,18.7884,18.7393
Mm02529417_s1,Ifnk,Target,25.166,23.5455,23.4719,23.0078,23.436,23.537,24.5295,22.8789,22.9648,22.825,22.941,24.1084,23.1677,23.3122,22.7891
Mm00439560_m1,Igf1,Target,21.163,19.5403,19.1815,19.2598,18.7276,19.206,19.3436,19.4559,18.9168,18.4733,18.367,19.0738,19.3133,18.8023,18.6033
Mm00494922_m1,Igfbp4,Target,20.178,17.7644,17.9276,17.7973,17.7885,18.389,18.1772,17.4295,17.5144,17.7516,16.757,17.1692,17.7863,17.7299,17.8257
Mm00803668_m1,Ik,Target,21.339,19.7867,19.0806,19.2195,18.9875,19.734,20.3802,18.8021,19.1588,19.2517,18.748,19.0603,18.7856,19.3297,19.2923
Mm00439614_m1,Il10,Target,27.634,27.7924,26.4079,27.0882,27.5522,26.818,27.7871,26.318,26.8215,27.3755,25.077,26.5913,26.5441,27.0851,28.9463
Mm00434151_m1,Il10ra,Target,23.609,21.2333,21.1213,21.4004,20.6856,21.275,23.3046,21.3355,20.8132,20.8596,20.508,21.287,21.3503,21.024,20.8063
Mm00434157_m1,Il10rb,Target,19.44,17.7684,17.0555,17.4609,17.3193,17.997,20.1658,17.7694,17.601,17.4307,17.206,17.6231,17.5145,17.6964,17.6337
Mm00434165_m1,Il12a,Target,NA,27.9059,28.6115,26.7259,26.8084,29.781,NA,27.4269,NA,26.2972,26.799,28.8919,26.4958,27.7439,26.7655
Mm99999066_m1,Il12a,Target,NA,NA,28.0669,28.3231,27.0663,26.926,NA,27.451,27.9173,29.3081,26.159,28.2966,NA,26.7646,28.283
Mm99999067_m1,Il12b,Target,30.223,27.1235,26.4181,26.9166,24.7786,25.948,28.4983,26.7041,26.1477,26.1141,25.808,26.8327,26.1331,26.9713,25.54
Mm00434174_m1,Il12b,Target,29.002,26.7666,26.6354,25.8358,24.8277,26.444,29.1125,26.8423,26.2515,26.1262,25.372,27.2324,25.3664,26.8374,25.9496
Mm00434189_m1,Il12rb1,Target,NA,29.686,27.3395,27.8659,26.6696,28.889,30.8649,26.8247,28.1202,26.8255,26.535,27.6491,26.9145,26.8096,26.7719
Mm00434200_m1,Il12rb2,Target,26.392,24.487,NA,24.5911,24.4128,24.201,27.8848,24.4725,23.7469,24.4028,23.447,24.0693,23.7748,24.0059,24.7498
Mm99999190_m1,Il13,Target,NA,NA,31.4245,NA,25.8746,26.305,30.5226,30.2447,28.6314,26.271,25.387,NA,30.58,NA,26.7757
Mm00434204_m1,Il13,Target,NA,NA,NA,NA,24.9802,26.633,30.6659,30.0835,28.9153,25.7606,26.105,NA,30.1915,30.5678,26.3374
Mm00446726_m1,Il13ra1,Target,21.282,19.8309,19.6,19.5218,19.6201,19.537,21.2147,19.3858,19.5804,19.6637,19.302,19.7141,19.4217,19.7647,19.5346
Mm01302068_m1,Il13ra1,Target,21.39,20.0782,19.0472,19.5807,19.5061,19.6,21.1246,19.0509,19.6021,19.2305,19.458,19.8376,18.7118,19.6526,19.4905
Mm00515166_m1,Il13ra2,Target,30.598,28.2972,26.6914,26.4237,23.7774,24.822,26.9896,26.6811,26.8365,23.9192,24.275,26.4982,27.7146,26.0065,24.1192
Mm00434210_m1,Il15,Target,23.744,22.7182,22.4422,22.386,21.9633,22.846,23.1625,22.2222,22.3663,21.5767,21.825,22.4732,21.8112,21.9397,21.9675
Mm00500457_m1,Il15ra,Target,23.906,21.7608,21.7652,21.9613,21.7791,21.855,21.9547,21.6598,21.6247,21.464,20.975,21.5546,21.0737,20.8764,21.7564
Mm00516039_m1,Il16,Target,23.809,22.4305,21.7748,22.2411,21.7647,22.194,22.4727,21.7858,21.9519,21.6173,21.234,21.8487,22.2116,21.8143,21.8178
Mm00439618_m1,Il17a,Target,NA,NA,NA,NA,NA,31.244,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00521397_m1,Il17c,Target,NA,NA,NA,NA,NA,NA,NA,NA,30.8068,NA,NA,31.0143,NA,NA,29.6313
Mm01313472_m1,Il17d,Target,29.534,26.3138,26.4279,24.7431,26.8083,27.37,24.4963,24.4959,25.0409,26.7843,26.408,25.8346,25.8768,24.9969,25.8425
Mm00521423_m1,Il17f,Target,NA,NA,29.8146,29.4657,30.8119,29.114,29.3183,30.3822,NA,30.0482,28.265,29.9488,NA,NA,29.1602
Mm00434214_m1,Il17ra,Target,22.958,21.0316,20.696,20.7455,20.4531,20.878,21.672,20.3051,20.4642,20.4247,19.808,20.4638,20.3408,20.6631,20.5352
Mm00444704_m1,Il17rb,Target,32.407,NA,27.384,NA,27.0905,26.835,26.4681,26.0628,27.7839,26.7385,25.805,26.8303,26.7386,27.2328,26.8062
Mm00434225_m1,Il18,Target,23.748,22.8216,21.5269,21.7968,22.7163,22.539,23.5534,21.7666,21.8723,22.0263,21.616,22.6517,21.5143,21.8193,22.4413
Mm00456733_m1,Il18bp,Target,24.68,22.7225,23.265,23.4654,22.8192,22.628,24.1444,22.8001,22.7786,22.2701,22.06,23.1562,22.7234,22.6065,22.5562
Mm00516053_m1,Il18rap,Target,27.633,25.6828,25.4108,24.9551,25.3762,25.654,28.0592,23.8123,25.5515,24.7267,24.001,25.305,24.9851,25.4803,25.2518
Mm01288324_m1,Il19,Target,NA,NA,NA,30.5815,NA,30.562,NA,28.977,NA,30.4594,29.277,NA,29.6744,NA,NA
Mm00439620_m1,Il1a,Target,25.315,24.5901,24.5759,24.8034,23.4132,24.825,27.9088,24.7998,24.5709,24.349,23.478,25.4143,24.8114,24.8324,24.4488
Mm01336189_m1,Il1b,Target,23.647,22.1339,22.4951,22.4325,20.66,21.442,22.7939,22.1164,21.5986,21.704,20.144,21.79,22.0758,22.8395,22.1116
Mm99999061_mH,Il1b,Target,24.8,23.2973,23.707,23.6828,21.6422,22.892,23.7914,23.11,22.5034,22.6798,20.119,23.2965,23.1948,23.7489,22.7934
Mm00462022_g1,Il1f10,Target,NA,29.8179,30.2689,NA,NA,29.428,NA,30.7014,NA,NA,28.39,29.9703,29.8659,28.9994,NA
Mm00497802_m1,Il1f5,Target,NA,NA,29.1557,NA,NA,28.33,NA,31.8917,NA,NA,28.711,NA,NA,NA,NA
Mm00457645_m1,Il1f6,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00463327_m1,Il1f9,Target,26.636,24.802,24.5797,24.4554,24.0984,24.08,25.2053,24.7651,23.5665,23.8176,22.983,23.7322,23.3993,23.7925,23.8164
Mm00434237_m1,Il1r1,Target,21.476,20.0848,19.5546,19.6769,19.4203,19.818,20.8257,19.4845,19.8076,19.7716,18.913,19.8054,19.7381,20.3283,19.6749
Mm00492638_m1,Il1rap,Target,24.132,22.7335,22.1738,21.9245,21.8239,22.193,23.3025,21.9335,21.7917,21.918,21.552,22.2628,21.7023,22.0505,21.8177
Mm00472725_m1,Il1rapl2,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00516117_m1,Il1rl1,Target,24.379,23.3817,22.7865,22.1578,22.4417,20.226,23.9414,22.3869,22.7372,22.4326,22.676,22.8094,21.4035,22.3592,22.1462
Mm00519250_m1,Il1rl2,Target,23.487,22.3164,22.021,21.8351,22.2549,21.625,22.5455,21.8422,22.0358,21.7259,21.44,21.7969,21.7796,22.3474,22.6423
Mm01337566_m1,Il1rn,Target,18.134,16.9639,16.5586,16.6854,NA,16.74,20.687,16.8603,17.0992,16.8913,16.215,16.8675,16.6893,17.4798,17.2247
Mm00434256_m1,Il2,Target,NA,30.4415,NA,30.6312,28.2615,NA,NA,NA,NA,29.3235,NA,NA,NA,NA,NA
Mm99999222_m1,Il2,Target,NA,NA,NA,NA,27.528,NA,NA,NA,28.8018,27.4227,26.605,29.6068,29.4473,29.908,28.6496
Mm00445341_m1,Il20,Target,NA,NA,NA,NA,NA,29.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00517640_m1,Il21,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.297,28.822,29.9653,NA,NA,30.3098
Mm00444241_m1,Il22;Iltifb,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.208,NA,NA,NA,NA
Mm00663697_m1,Il22ra1,Target,30.092,NA,NA,NA,NA,27.883,NA,NA,NA,NA,30.23,NA,NA,NA,NA
Mm00617572_m1,Il22ra2,Target,NA,30.8936,28.8118,NA,NA,28.122,30.944,NA,28.8295,NA,29.809,30.9683,NA,NA,NA
Mm01160011_g1,Il23a,Target,NA,NA,30.4727,NA,29.7217,28.552,NA,27.9533,30.7792,29.0883,27.647,NA,29.3984,29.8147,NA
Mm00518984_m1,Il23a,Target,NA,NA,28.9695,28.5135,28.6969,NA,28.649,28.8661,28.8768,28.9434,27.813,29.8923,NA,29.7779,27.6983
Mm00519943_m1,Il23r,Target,NA,28.27,31.4937,27.9261,28.3436,28.421,31.264,27.8894,27.9197,27.6501,27.956,28.6918,27.9369,27.928,27.8478
Mm00474102_m1,Il24,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2405
Mm00461164_m1,Il27,Target,NA,26.3908,27.2059,29.1554,26.7456,27.695,27.6255,27.6456,28.7061,28.9057,27.922,27.8137,26.7936,27.6767,27.6589
Mm00497259_m1,Il27ra,Target,24.82,23.1395,23.3108,22.9342,22.6131,23.436,24.7719,22.7947,22.7228,22.6396,22.264,22.7026,23.3482,23.0742,22.8066
Mm00663660_g1,Il28b,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00558035_m1,Il28ra,Target,29.277,28.341,NA,28.5466,26.3646,27.704,25.8912,26.6917,27.1584,26.7044,26.02,28.1351,26.2048,27.9348,26.5542
Mm01192973_m1,Il28ra,Target,30.426,27.9075,27.9559,27.3848,26.826,28.511,28.1294,27.0709,27.1231,26.5979,26.773,27.172,27.2668,27.0225,26.0954
Mm00442885_m1,Il2rg,Target,21.358,20.7346,20.3761,20.3072,19.7536,20.195,22.2504,19.8159,20.3229,20.5227,19.409,20.3291,20.3663,20.3903,19.7829
Mm00439631_m1,Il3,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00519844_m1,Il31ra,Target,28.822,27.1509,24.2585,26.4498,27.4379,25.719,27.3135,29.5139,26.9481,25.5584,23.902,30.2467,27.0837,28.3316,27.7494
Mm00505403_m1,Il33,Target,20.766,19.955,19.6256,19.5103,18.7237,19.428,20.6186,19.0143,18.7924,18.7319,18.768,18.805,19.013,19.1884,19.0716
Mm00434273_m1,Il3ra,Target,22.979,20.3953,20.0855,20.2003,20.2291,21.018,22.7474,20.3924,NA,20.4396,20.193,20.5497,20.295,20.611,20.6924
Mm00445259_m1,Il4,Target,NA,NA,NA,NA,29.3888,NA,NA,NA,NA,30.6667,30.44,NA,NA,NA,NA
Mm00439634_m1,Il4ra,Target,21.865,19.8005,18.8277,19.0873,18.8669,19.003,20.2867,18.6922,19.1541,19.2281,18.395,19.037,18.7905,19.5575,18.9841
Mm00439646_m1,Il5,Target,NA,30.7746,30.4308,30.1509,28.7283,28.72,NA,30.3798,28.6598,29.4293,27.698,NA,NA,NA,29.1979
Mm00434284_m1,Il5ra,Target,NA,29.4329,NA,NA,27.623,NA,NA,26.3004,28.6179,28.8887,29.052,28.8855,28.8938,30.3684,27.2549
Mm01210733_m1,Il6,Target,27.6,28.8184,27.9346,27.1154,26.5111,24.786,27.8087,26.5418,26.6862,28.4877,24.831,28.3967,27.1657,27.0419,27.255
Mm00446190_m1,Il6,Target,NA,27.0451,25.5412,25.3288,25.8166,25.878,26.426,26.2203,25.7736,27.4048,25.271,26.9525,25.786,25.696,24.4093
Mm01210732_g1,Il6,Target,30.291,26.7432,29.6158,26.7389,26.9043,26.056,28.1393,27.0029,28.9477,27.6149,25.196,29.6053,26.1122,29.5286,NA
Mm00439653_m1,Il6ra,Target,23.2,22.1991,22.902,21.6643,21.7808,21.494,23.692,22.0335,21.2636,21.4597,21.28,22.0161,21.4054,21.4559,21.3624
Mm00439665_m1,Il6st,Target,20.721,18.7743,18.5493,18.5567,18.4481,18.449,18.831,18.4467,18.5464,18.5608,17.773,18.5545,18.5097,18.634,18.5047
Mm00434295_m1,Il7r,Target,20.156,18.4717,17.8324,18.4046,17.8111,18.761,21.7866,18.7582,18.3526,17.835,17.885,18.5634,18.3415,18.1881,17.855
Mm00731329_s1,Il8ra,Target,25.538,22.7086,22.2722,22.2477,22.3618,23.364,27.4724,22.7717,21.8892,22.5415,21.293,22.2921,21.9337,21.8127,22.6113
Mm00438258_m1,Il8rb,Target,30.642,25.6913,25.7454,25.2656,23.5841,24.204,26.1039,24.8941,24.8969,24.1997,22.773,24.5427,25.1674,25.1773,24.8099
Mm00434305_m1,Il9,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00439683_m1,Inha,Target,28.926,28.1268,27.1159,26.5852,27.3041,26.329,25.7571,26.5217,26.8128,25.924,27.062,26.4074,26.7607,26.9936,28.5081
Mm00434339_m1,Inhba,Target,24.386,22.2531,22.4751,22.4614,20.8932,22.261,25.1926,22.8241,23.3952,21.4817,22.09,23.1482,22.5951,22.7123,20.4029
Mm01286587_m1,Inhbb,Target,24.296,22.6267,22.5002,22.4193,22.2886,22.768,23.2541,21.7444,21.9763,21.9089,21.578,21.8051,21.2834,22.2126,22.1178
Mm00731595_gH,Ins2,Target,NA,NA,NA,NA,NA,NA,29.9695,NA,NA,NA,NA,NA,12.0072,NA,NA
Mm00434254_m1,Irak1,Target,22.553,21.1561,20.6153,20.5117,20.7412,20.986,21.7654,20.6572,20.6547,20.5012,20.022,20.5668,20.4717,20.718,20.7783
Mm00549143_m1,Irak2,Target,23.807,21.7343,20.7937,21.0883,20.9074,21.711,23.525,20.7132,21.0837,21.0553,20.785,21.2873,20.8101,21.1654,20.9931
Mm00518541_m1,Irak3,Target,23.064,22.2268,21.7881,21.5995,21.6218,21.117,22.3377,21.5533,21.6478,21.6699,20.835,21.4043,21.5091,21.6675,22.0116
Mm00459443_m1,Irak4,Target,22.751,21.1396,20.598,20.72,20.7947,20.998,21.7987,20.5587,20.6815,20.6689,20.442,20.8222,20.9116,20.7566,20.7604
Mm00516779_m1,Irf3,Target,23.268,21.7805,21.4622,21.6759,21.353,21.074,21.7761,21.4649,21.1921,21.4396,20.628,21.6716,21.2459,21.6372,21.6772
Mm01203177_m1,Irf3,Target,22.971,21.1289,20.7611,20.9004,20.6675,20.774,21.8383,20.4564,20.7432,20.6661,20.084,20.7211,20.6908,20.7456,20.6971
Mm00516788_m1,Irf7,Target,23.536,23.0594,22.5471,23.0306,22.3236,21.754,22.5386,21.5407,22.2823,22.3251,20.634,22.8681,22.044,22.7382,22.8384
Mm00801807_m1,Itgal,Target,25.179,22.2122,22.0275,21.8361,20.9257,22.485,23.8358,21.776,21.6815,21.4252,21.064,22.1815,21.611,21.1304,21.0147
Mm00434455_m1,Itgam,Target,20.757,18.8093,18.3895,18.5361,17.8843,18.335,20.7296,18.5753,18.3726,18.3491,17.818,18.7953,18.2186,18.6999,18.2595
Mm00434513_m1,Itgb2,Target,19.062,16.6518,16.4723,16.4279,15.944,16.956,19.5157,16.8388,16.2954,16.2225,16.146,16.5206,16.547,16.6948,16.3906
Mm00492710_m1,Itgb2l,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2967,NA,NA,NA,30.4224,NA
Mm01269869_m1,Itgb6,Target,28.834,29.9179,28.8679,31.036,27.7313,28.656,22.7661,23.8715,26.6266,28.9833,28.243,26.9199,29.9214,30.8259,26.7712
Mm00600614_m1,Jak1,Target,20.397,18.7555,18.1837,18.3902,18.3713,18.702,19.4953,18.4998,18.3713,18.5888,18.115,18.5126,18.4371,18.5574,18.6169
Mm01208489_m1,Jak2,Target,22.205,20.8446,20.6264,20.7817,20.347,20.436,21.4485,20.1239,20.7597,20.2324,19.778,20.7201,20.4215,20.7596,20.3652
Mm00439962_m1,Jak3,Target,24.626,22.8199,22.2834,22.4552,22.2667,22.689,22.8884,22.0194,22.5138,22.6136,21.746,22.494,22.5702,22.2273,21.7582
Mm00495062_s1,Jun,Target,22.419,19.1038,18.7281,18.6882,18.2883,19.796,19.5971,18.6084,18.7518,18.6977,18.447,18.7565,18.8267,18.8024,18.4976
Mm00445212_m1,Kit,Target,25.484,24.9255,24.0974,23.7972,23.2642,23.817,22.1721,21.7292,22.8257,24.2302,22.793,23.3513,22.9936,23.0069,23.4223
Mm00442972_m1,Kitl,Target,23.436,22.6406,21.7645,22.1327,22.1081,21.63,20.5677,20.6978,21.3544,21.5629,20.829,21.7963,20.8326,20.8308,21.4418
Mm00516184_m1,Klf6,Target,21.355,19.4056,19.118,19.7345,19.0276,19.211,20.8182,19.3037,19.2478,19.1068,18.566,19.2509,18.8431,19.3698,19.0285
Mm00434658_m1,Klkb1,Target,26.792,25.1725,24.9235,24.7968,25.6544,25.119,27.0719,24.4311,25.0777,25.1035,23.716,24.7549,24.5114,24.6666,25.4039
Mm00516879_m1,Klrg1,Target,28.093,25.871,25.7526,25.728,24.8686,26.781,28.0673,25.2862,24.9199,25.1304,24.884,26.1804,25.4438,26.1286,NA
Mm00445679_m1,Kng1,Target,NA,30.8827,NA,28.4637,29.2728,29.107,NA,30.6674,29.1751,NA,30.576,NA,29.6677,NA,NA
Mm00492992_g1,Krt1,Target,30.651,NA,23.1623,NA,29.7731,24.724,NA,NA,NA,27.7922,23.888,NA,29.6659,NA,NA
